Tm,Kt,PC_scale,sigma
120.05062253222944,5.846750202112236,0.8617548971949455,0.6331123718638677
175.1226791963339,4.254904362027928,1.1556753511697477,0.46219060062569967
139.80930695344142,5.584855394447294,0.7818856719286408,0.5951602874604118
145.70876189814447,4.334071364070776,1.1181968498199377,0.9860514092066428
147.39157850554082,4.898702986190441,1.1703408318374962,0.3304338084867412
142.12262039359015,5.092657994171142,0.780042732110737,0.5553988770349206
141.72288169205098,5.165431064287401,0.6402290143814763,1.861705828704441
160.03583789359774,5.66961434541196,1.3505300408448075,1.038733484020219
185.26210574432676,6.368865469577918,1.0516292054695366,1.0807523351263515
153.1421221925241,5.3014188625182825,1.4640796596465402,0.8863189271269183
130.1958814038152,5.422593426376433,0.8623577228927485,0.6482352984539246
166.6478880690262,4.423258945402002,1.4771130471434364,0.9167536708539437
162.91891017005645,4.263350965892828,1.5070853658524639,0.726762474965938
118.00462735896784,5.984717592995185,0.6236189764187936,1.3579001986256227
167.49410348052416,5.302222425781866,0.7323777498352705,2.042356250406332
150.50434229749285,4.772889601114775,0.7246735265665757,1.8150739092151724
127.96311959893198,4.978122163586951,1.1846717770105941,1.046683960490951
128.1773868923019,4.791211195488514,1.5255870531761166,0.9772853645337586
125.40960165950196,4.772419202602787,1.2208142659807697,0.8848710687176535
146.30280319081996,5.010158100676321,1.004893013522864,0.8959943559283385
152.87728078029377,4.752226484767614,0.9112403104996598,0.8581625858002971
125.7747265293682,5.414385925403389,0.8239162686797874,1.2142440873074114
122.73150416429554,5.802436506971018,0.7119278801049891,0.9561598017026957
130.5737926641337,5.523519539285938,0.6809502077855429,0.5980097805456922
121.12921185404466,5.0169941418396995,0.7335309598348174,0.7245405128540834
123.59415390388297,5.088862100487042,0.8669011165305222,0.2790223484735776
170.06812418415223,4.809880950975286,1.0260601836321315,1.081601098634842
165.11992804229249,4.815416207949462,0.8943549745829537,0.933629240740177
125.75790024377903,5.079460481495975,0.9896148736725785,2.403993066935517
125.75790024377903,5.079460481495975,0.9896148736725785,2.403993066935517
125.75790024377903,5.079460481495975,0.9896148736725785,2.403993066935517
123.5881356331277,4.535323043563995,1.0574684746328133,1.3330224461237465
152.05682210078405,4.983347777398773,1.172349518019364,1.1328072244267804
140.48629295775382,4.938109962590588,0.7925270973968377,0.8134537203913759
139.69760932041413,4.989995766390136,0.8476052492557211,0.32695401475621344
138.0100128419185,5.426987873726203,0.8487543082747419,1.26389982502899
141.4681854572224,5.609943177841657,0.8816960727235551,1.1492144173798822
147.9973901572654,4.542172157530116,0.6075497192107471,0.5448254228020425
144.52202087180112,4.826985260628279,0.8974538868980382,0.6320041466037077
179.5479217070021,4.9594214175265074,0.6789394741225672,1.3620857750214954
150.40140982681115,5.1513146994652095,0.9619584172494579,1.4404436213926226
167.44356534446652,5.39754207300958,0.7976894049943194,0.6071295951686526
140.20355068140694,4.62159405964829,1.6557668328983537,0.47611684060733384
142.61396844110118,4.773741903436572,1.1705385214678192,1.7097550114659885
140.20614281758245,5.083037641657933,1.426213532806816,0.6294952795361201
152.85678739525227,5.015588620714344,0.5382822587857763,1.6787975061989733
172.38327936875604,4.579852868578271,0.7735850355588726,1.3726816821434777
134.43981736675894,4.989641291150977,0.9078651136273279,1.1685758682311433
128.44957580476856,5.128573784037482,0.9278015293878118,0.7678656243134026
126.38279127469876,5.448580314975317,0.7918443589824106,0.7609886145815068
129.00753218296643,5.954023276698145,1.1066460853770987,0.860985034976797
155.7558553542965,5.109684616169677,1.0279728984081804,1.187954691821333
151.71655744605516,5.034407049196857,1.3121600347687739,0.876799247883962
148.31036221442344,4.46805277177546,0.6903600470332548,0.6332826738822414
134.3721835180073,5.271356063790381,0.7436655694087363,0.590689012907379
136.0347706495274,5.372850842530132,0.7476686734164691,1.095314256935804
135.35879861874412,5.022289736985086,0.6900538578916967,0.97933677642532
143.82740184833673,4.931059387679452,1.3576040429487126,0.46226560987857385
139.10758661668623,5.939705361247579,1.662467007502793,0.9685663268738643
141.10560876384343,5.335204421734269,0.720550619426345,0.774250891169097
148.0869878782298,4.913601945696054,1.2628118980330407,1.046819611140656
149.07757236688096,5.459215771902352,1.0395626244651093,1.8680495656583735
136.72017470626437,4.835139962622762,1.2633825228364952,1.486812859545062
177.10346933461187,4.909369441924999,0.7048600024282865,2.4051571258074538
153.73058453383754,4.925261340219774,0.8961060772993311,1.3996961610673058
145.97163013364468,5.009193917847766,1.0789083047875567,1.7442106705574159
140.08459262752953,5.403208835454351,0.7810314455414731,1.2831524597714443
151.86663192450936,4.570244319144573,1.1452484581116462,1.215203876537786
151.3775773756344,4.5407479651328755,1.1999265480917571,0.48839757114780413
169.45885596204567,4.741857437481939,1.2565535428014014,0.7675349815695123
125.39460473988495,5.164532828645651,0.7204894048361256,0.8430056147471557
157.62218479737703,5.664277689292942,0.8536999102086303,1.1769122565259675
152.47364952766173,4.703379209700559,0.5446789036295214,0.8847654066536059
132.11440838512866,5.087274602300316,1.4010970043853992,1.483333891412535
131.47167838409354,4.589440520175002,1.4895802081535119,1.6688457247140887
140.74600340344742,4.857918064208746,0.565019743890994,0.9391994549979332
149.14329705073354,4.852770111206748,0.8303705162668752,0.4771678568563344
160.2218704934632,5.861519624452131,0.7532627485359388,1.1288689251386277
145.55816628527649,5.480190023629781,1.2100445866399638,0.6119284543625382
145.7559820200112,4.547552877148224,0.7751052970433232,0.8368692587561194
166.00080028840526,4.816551735859568,0.8712400038251885,0.5574255845544215
165.51246088909915,4.219610861426075,1.1810979951244602,2.1803672778375924
156.05084578381928,4.994761452294275,1.626286646195402,1.0037259038251005
156.70541334736183,5.019081524093352,1.2101423020055493,0.719094036245583
134.749630871461,5.990178264281383,0.6551061338386052,1.4124107038599683
140.82499081487654,6.0754206301434355,0.550539644704673,1.2559467565421143
155.59530533079516,4.4728711376480055,1.7606739142350378,0.700189812021604
139.671849445543,4.303811463484841,1.5693920978409275,0.8195089986228338
167.82728438672103,4.42902785167043,1.041536928507854,0.676889548419509
148.28596275730158,4.914182485775541,0.974615196909581,0.45927068260374887
148.28596275730158,4.914182485775541,0.974615196909581,0.45927068260374887
133.42628527068973,4.557964917757725,1.014618977518334,1.589554149015256
161.75288269585954,5.782472152697086,0.7974170139053568,0.9025346273210206
124.46466064967899,5.597014033023712,0.8545670773808928,1.0407386610196931
170.72027168254294,4.347668423185169,1.0780830897513283,0.4841821789686272
177.82945450324416,4.403482540140872,1.1669186111142975,0.2717523372040047
122.96043222565045,5.733617205066713,0.8505315087267694,1.4009997472358988
162.82214246616658,5.009013779645247,0.9087211116269411,0.6686243067423924
131.99518644984863,5.017059135048857,1.0050580987442708,0.7837352571887157
153.51577784672753,4.8691510083157015,0.81116294564751,1.2215674163386514
139.92012325768624,5.174376890208518,1.056646130171806,1.277552129257092
156.70826444837837,4.9171430363519155,1.1400143920760701,1.2590502596569537
144.1545211862939,5.262798273852685,1.148761481352755,0.7269550304478084
126.86885389627494,5.003600509939763,0.7444707852726294,1.2988603547770947
156.95499834292147,4.218074914601734,1.189584826260013,1.2893824505562772
121.51174154196366,5.853375555717507,0.9007319161781359,1.126090138710732
154.58814943924727,4.225893854617127,1.1878206006114786,1.3346621160564875
150.56684964614536,4.2853870119999415,0.8923886128558657,0.9892779060118405
160.1449779773831,5.157206126438073,0.9479601559017409,0.7347663100627932
152.00145730359372,4.8579817537331635,0.616228757553903,0.39577761585571136
153.42147306892903,4.506504571057949,0.6944966569573094,0.22661398030603455
162.73720757499444,4.289939791065785,0.7267479384678405,0.23072511810372387
138.1830385494124,4.881926679637629,0.7858275070935951,0.48410605730714484
138.34933780584066,5.003390071714373,0.9678952329575389,1.3351715453977022
149.44905219906195,5.161676280377393,1.1451684470890247,1.0378999511228648
137.78589833000868,4.974639192184846,0.7947215075410319,0.5763569582417368
134.16687486144113,5.204534583375256,0.8250651035053517,0.9901572902636465
160.15932413208589,5.099952515605457,1.0501193643303097,1.7157305821591289
161.0643112694863,4.784941525855692,0.8846266086097071,1.368727600659064
